topic_num,messages_ch,messages_en,top_words_ch,top_words_en
46,"宝洁 HR 裁员 压力 大 ， 这种 招都 能 使 出来
越 基层 压力 越大
体谅 上司 的 难处 。 角色 换位 ， 理解 上司 的 难处 ， 有助于 得到 上司 的 信任 。 当 上司 为难 时 ， 主动 表示 理解 ， 并 诚恳 地 作出 自已 的 努力 ， 减轻 上司 的 负担 ， 会令 上司 高兴 。 同时 ， 要 慎重对待 上司 的 失误 ， 对 上司 的 失误 要 多加 宽慰
听说 要 绩效 工资 了 ， 上班 的 心情 更加 沉重 了
老板 很 想 做 绩效 ， 是因为 绩效 是 企业 之 本 。 高管 犹豫 做 绩效 ， 是因为 缺乏 把 控 绩效 的 能力 。 中 基层 员工 不想 做 绩效 ， 是因为 担心 收 人 减少 、 压力 增大 。 企业 要 更 强 ， 那么 老板 就要 有 格局 ， 高管 要 有 责任 ， 员工 要 有 创造 ！","procter & gamble hr is under pressure to lay off staff, this kind of trick can be used
the higher the grassroots level, the greater the pressure
be considerate of the boss's difficulties. changing roles and understanding the difficulties of the boss helps to gain the trust of the boss. when the boss is embarrassed, he actively expresses his understanding and sincerely makes his own efforts to reduce the burden on the boss, which will make the boss happy. at the same time, you must treat your boss's mistakes with care, and be more comfortable with your boss's mistakes.
i heard that performance pay is coming, and the mood of going to work is even heavier
the boss really wants to do performance because performance is the foundation of the company. executives are hesitant to do performance because they lack the ability to control performance. middle- and low-level employees do not want to perform performance because they are worried about reduced income and increased pressure. if the company is to be stronger, then the boss must have a structure, the senior management must be responsible, and the employees must be creative!","工作, 员工, 公司, 领导, 公务员, 企业, 工资, 职业, 面试, 同事, 岗位, 就业, 单位, 收入, 辞职","jobs, employee, the company, leadership, civil servant, enterprise, wage, occupation, interview, colleague, post, employment, unit, income, resignation"
47,"人 社部 ： 延迟 退休 是 必然选择 ， 有助于 缓解 抚养 压力 。
北大 学者 ： 延迟 退休 可 降低 年轻一代 负担 {LK}
{TP} 【 北大 教授 ： 延迟 退休 可 降低 年轻一代 负担 】 我们 一线 教师 不 愿意 延迟 退休 ， 我们 很累 ， 再 延迟 退休 还 让 不让 人活 了 ！ {LK}
延迟 退休 被 指 将 加剧 年轻人 就业 压力 - 新华网 {SP} {LK}
为了 减轻 生活 压力 年轻人 该 如何 理财","ministry of human resources and social security: delaying retirement is an inevitable choice, which will help ease the pressure of raising.
people from beijing university: delaying retirement can reduce the burden on the younger generation{lk}
{tp} [professor of peking university: delaying retirement can reduce the burden on the younger generation] our front-line teachers are unwilling to delay retirement. we are very tired. delaying retirement will make it impossible for people to live! {lk}
delayed retirement accused of increasing employment pressure for young people-xinhuanet {sp} {lk}
how to manage finances for young people in order to relieve the pressure of life","家庭, 年轻人, 房子, 保险, 收入, 老人, 养老, 退休, 农村, 买房, 城市, 工资, 老年人, 子女, 房租","family, young people, house, insurance, income, old man, pension, retirement, rural area, buy a house, city, wage, the elderly, child, rent"
48,"能 承受 多大 压力 ， 就 能 成就 多大 梦想
特别 压抑 特别 憋
累 ， 肩上 的 负担 太重 了
压力 再大 , 也 不能 丢掉 笑容 ! !
刘翔 真的 不 容易 ， 压力 太大 了","how much pressure can bear, so many dreams can be achieved
especially depressed
tired, the burden on shoulders is too heavy
no matter how stressful you are, you can't lose your smile!!
liu xiang is really not easy, too much pressure","不能, 承受, 责任, 承担, 无法, 只能, 不了, 身上, 理解, 痛苦, 多大, 重, 肩上, 背负, 不起","can't, bear, responsibility, bear, unable to, can only, no more, body, understanding, pain, how old, weight, shoulder, bear, can't afford"
49,"所受 的 苦 都 能 照亮 未来 迷茫 的 路 ； 但愿 所有 的 负担 都 变成 礼物
但愿 所有 的 负担 都 变成 礼物 ： 所受 的 苦 都 能 照亮 未来 迷茫 的 路
所受 的 苦 都 能 照亮 未来 迷茫 的 路 。 但愿 所有 的 负担 都 变成 礼物
但愿 所有 的 负担 都 变成 礼物 ； 所受 的 苦 都 能 照亮 未来 迷茫 的 路
所受 的 苦 都 能 照亮 未来 迷茫 的 路 、 但愿 所有 的 负担 都 变成 礼物","all the suffering can illuminate the lost road in the future; i hope all the burdens become gifts
i hope all burdens become gifts: all the sufferings can light up the road to confusion in the future
all the suffering can illuminate the confused road in the future. i hope all burdens become gifts
i hope that all burdens become gifts; all the sufferings can light up the confused road in the future
all the suffering can illuminate the lost road in the future, i hope all the burdens will become gifts.","觉得, 苦, 路, 变成, 心里, 总是, 有时候, 累, 愿意, 迷茫, 难过, 日子, 受, 突然, 只能","feel, bitter, road, become, in the heart, always, sometimes, tired, willing, confused, sad, day, receive, suddenly, can only"
50,"有种 感觉 很 疲惫
熔炉 真的 看得 好 沉重 啊
有种 压抑 的 感觉 。
身心 疲惫 的 感觉 说不出来 比累 更 难受 ！
特别 压抑 特别 憋","i feel very tired
the melting pot really looks so heavy
there is a feeling of depression.
the feeling of physical and mental exhaustion cannot be said to be more uncomfortable than tiredness!
especially depressed","感觉, 真的, 觉得, 特别, 心情, 最近, 有点, 那种, 不好, 心里, 是不是, 突然, 难受, 有种, 几天","feel, really, feel, especially, mood, recently, kind of, kind, not good, in the heart, is not it, suddenly, uncomfortable, kind of, few days"
51,"真 他妈的 压抑 ， 艹
凑巧 碰到 疲惫
压力 大是 真
当爱已 成 疲惫
真 难受 压力 大","really depressing, fuck
happened to be exhausted
stress is real
when love has become exhausted
really uncomfortable and stressful","一点, 现在, 不能, 担心, 有点, 变成, 下来, 搞, 本来, 不够, 不敢, 借口, 不让, 后来, 似乎","a little, just now, can't, worry, kind of, become, come down, engage in, originally, not enough, dare not, excuse, not let, later, seem"
52,"压抑 到 不想 说话
累 。 真的 很累 ， 疲惫
多 看书 。 也 不想 说话 。 要 开朗 。 有时候 像 犯 了 压抑 症 不想 理 任何人 。
好累 啊 ， 说不出 的 疲惫
好累 好 累 ， 身心 疲惫 ！","depressed so much that i don't want to talk
tired. really tired, exhausted
read more books. i don't want to talk either. be cheerful. sometimes it feels like suffering from depression and not wanting to care about anyone.
i'm so tired, indescribable tiredness
so tired, tired, physically and mentally exhausted!","累, 真的, 不想, 感觉, 身心, 好大, 很累, 有时候, 休息, 心累, 辛苦, 只想, 消失, 难过, 好累","tired, really, don't want, feel, body and mind, so big, very tired, sometimes, rest, tired, hard, just want, disappear, sad, so tired"
53,"福建 两名 遇难者 家属 迫于 压力 签 赔偿 协议 {SP} {LK}
舆论 的 压力  哈
快 顶不住 了 ， 好累 好 疲惫
逼迫 压力
{LK} {SP} “ 三国 杀 ” 通缉令 中一人 昨 自首 {SP} 称 迫于 网络 压力","the families of the two victims in fujian signed a compensation agreement under pressure {sp} {lk}
the pressure of public opinion
i can't stand it anymore, so tired and exhausted
pressure
{lk} {sp} one person in the ""three kingdoms killing"" warrant surrendered yesterday {sp}, claiming to be under pressure from the internet","媒体, 称, 记者, 事件, 要求, 迫于, 自杀, 近日, 决定, 发生, 回应, 死亡, 政府, 官员, 舆论","media, claim, reporter, event, demand, forced by, suicide, recently, decide, occur, respond, death, government, official, public opinion"
54,"美丽 要 付出代价 ， 但愿 代价 不要 太沉重 ， 阿门
鹤立鸡群 , 鹤比鸡 难受 , 它 要 承受 很多 来自 群体 的 压力 ; 出众 是 要 付出代价 的
就 没有 来自 道德 的 痛苦 和 纠结 、 也 就 没有 道德 负担 和 道德 顾忌 。 多 忙活 点 … …
别人 的 需求 不能 成为 你 个人 的 道德 负担 ， 更 不是 你 存在 的 道德 前提 情感 心理学 QQ ： 294282456 。
突然 难以 压抑 某种 好奇心","there is a price for beauty, i hope the price is not too heavy, amen
standing out from the crowd, a crane is more uncomfortable than a chicken, and it has to withstand a lot of pressure from the group; excellence comes at a price
there will be no moral pain and entanglement, and there will be no moral burden and moral scruples. be busy...
the needs of others cannot be your personal moral burden, nor is it the moral prerequisite for your existence. emotional psychology qq: 294282456.
suddenly it is difficult to suppress a certain curiosity","社会, 这种, 行为, 个人, 方式, 所谓, 关系, 性, 道德, 错误, 群体, 价值, 责任, 保护, 利益","society, this kind of, behavior, personal, the way, so-called, relationship, sex, moral, error, group, value, responsibility, protection, interest"
55,"一次次 的 信心 ， 一次次 的 努力 ， 一次次 的 失落 ， 所谓 身心 疲惫 … …
一次次 沉重 的 回乡 路 。
读完 很 沉重
脚步 沉重
梦想 与 压力 催人 奋起 ~ {EI}","time after time confidence, time after effort, time after loss, so-called physical and mental exhaustion...
heavy journey back home again and again.
very heavy after reading
heavy footsteps
dreams and pressure are inspiring people~ {ei}","人生, 也许, 痛苦, 生命, 经历, 曾经, 过去, 坚强, 路, 或许, 一场, 日子, 充满, 现实, 绝望","life, maybe, pain, life, experience, once, past, strong, road, perhaps, a, day, full, reality, despair"
56,"今年 回家 过年 是 有史以来 最大 压力 的 一年 …
拖 着 一身 疲惫 回家 过年 ， 好 无奈 {EI}
第一次 过年 感受 到 了 压力 。
过年 简直 是 灾难 ， 无所事事 压力 又 大
过年 是 最 劳累 的 存在 ~ ~","going home this year for the new year is the most stressful year ever...
i drag my body tired to go home for the new year, so helpless {ei}
i felt the pressure for the first chinese new year.
chinese new year is simply a disaster, and doing nothing is stressful
new year is the most tiring existence~~","回家, 一年, 每天, 家里, 在家, 过去, 爸妈, 家人, 几个, 路, 一个月, 辛苦, 后来, 岁, 不到","come back home, one year, every day, home, at home, past, parents, family, several, road, a month, hard, later, year, less than"
57,"换个 角度看 世界 ; 压抑 的 时侯 ！ 心累 的 时候 ！ 换个 环境 深呼吸
心累 的 时候 、 换个 环境 深呼吸 ； 换个 角度看 世界 ; 压抑 的 时侯
换个 角度看 世界 ; 压抑 的 时侯 ； 换个 环境 深呼吸 ！ 心累 的 时候
换个 环境 深呼吸 ！ 心累 的 时候 … … 换个 角度看 世界 ; 压抑 的 时侯 ！
换个 角度看 世界 ; 压抑 的 时侯 … … 心累 的 时候 、 换个 环境 深呼吸 。","look at the world from another angle; a time of depression! when the heart is tired! take a deep breath in another environment
when the heart is tired, take a deep breath from another environment; look at the world from another angle; when you are depressed
look at the world from another angle; when depressed; take a deep breath from another environment! when the heart is tired
take a deep breath in another environment! when the heart is tired...… look at the world from another angle; when it is depressing!
look at the world from another angle; when you are depressed... when you are tired, take a deep breath in another environment.","出现, 症状, 疼痛, 引起, 患者, 发生, 导致, 心脏, 换个, 严重, 明显, 治疗, 神经, 加重, 颈椎","appear, symptom, pain, cause, patient, occur, resulting in, heart, change, serious, obvious, treatment, nerve, aggravate, cervical spine"
58,"压力 好大 ！ 一身 债 ！
{TP} 【 监管部门 告诫 银行 ： 地价 房价 降 加大 地方 偿债 压力 】 平台 偿债 来源 依赖于 土地 等 非经营性 现金流 ， 而 地价 房价 涨幅 回落 ， 财政收入 增速 下滑 ， 使 一些 中西部 地区 平台 面临 较大 偿债 压力 。 监管部门 告诫 银行 ， 地方 融资 平台 债务 存 风险 ， 目前 仍 有 金融机构 高估 地方 政府 偿债 力 ， 盲目 提供 融资 。
【 财政部 ： 已 下达 地方 存量 债务 1 万亿元 置换 债券 额度 】 财政部 发言人 8 日 说 ， 经 国务院 批准 ， 近期 财政部 已 下达 地方 存量 债务 1 万亿元 置换 债券 额度 ， 允许 地方 把 一部分 到期 高 成本 债务 转换成 地方 政府 债券 。 匡算 地方 政府 一年 可减 利息 负担 400 － 500 亿元 ， 缓解 地方 支出 压力 ， 也 让 地方 腾出 部分 资金 加大 其他支出 。 韩洁
【 银监会 ： 鼓励 银行 提高 对 劳动密集型 企业 贷款 】 银监会 等 九 部门 联合 发文 ， 鼓励 银行业 金融机构 提高 对 劳动密集型 中小企业 贷款 规模 。 监管 层 认为 大力 劳动密集型 中小企业 仍 是 缓解 就业 压力 的 主力 。 {LK}
【 银行业 总资产 超 155 万亿 大 行 股份 行 增速 下降 明显 】 截至 3 月末 我国 银行业 金融机构 总资产 达 155.8 万亿 ， 同比 增 12.5% 。 总 负债 为 145.05 万亿 ， 增 12.2% 。 2013 年 以来 ， 商业银行 非标 清理 、 同业 业务 监管 趋 严格 ， 同时 不良贷款 的 上升 给 银行 也 带来 扩张 压力 ， 银行业 总资产 、 总 负债 增速 都 在 放缓 。 {LK}","stressed! a debt!
{tp} [regulators warn banks: land prices and housing prices fall to increase local debt repayment pressure] the platform's debt repayment sources rely on land and other non-operating cash flows. however, the increase in land prices and housing prices has fallen, and fiscal revenue growth has fallen, causing some central and western regions the platform faces greater debt repayment pressure. regulators warned banks that there are risks associated with the debt of local financing platforms. at present, financial institutions still overestimate the solvency of local governments and blindly provide financing.
[ministry of finance: a 1 trillion yuan replacement bond quota for local stock debts has been issued] a spokesperson for the ministry of finance said on the 8th that with the approval of the state council, the ministry of finance has recently issued a 1 trillion yuan replacement bond quota for local stock debts, allowing local governments to transfer some of them to convert high-cost debt into local government bonds. it is estimated that local governments can reduce their interest burden by 40-50 billion yuan a year, alleviate the pressure on local expenditures, and also allow local governments to free up some funds to increase other expenditures. han jie
[banking regulatory commission: encourage banks to increase loans to labor-intensive enterprises] the china banking regulatory commission and other nine departments jointly issued a document to encourage banking financial institutions to increase the scale of loans to labor-intensive small and medium-sized enterprises. regulators believe that labor-intensive small and medium-sized enterprises are still the main force to ease employment pressure. {lk}
[total assets of the banking industry exceed 155 trillion yuan. the growth rate of major banks' stocks has dropped significantly. as of the end of march, the total assets of my country's banking financial institutions reached 155.8 trillion yuan, an increase of 12.5% year-on-year. the total debt was 145.05 trillion, an increase of 12.2%. since 2013, the non-standard liquidation of commercial banks and the stricter supervision of inter-bank business have been carried out. at the same time, the rise of non-performing loans has put pressure on banks for expansion, and the growth rate of total assets and total liabilities of the banking industry has slowed down. {lk}","银行, 公司, 亿元, 资金, 投资, 债务, 亿, 企业, 项目, 贷款, 融资, 风险, 金融, 增长, 资产","bank, company, billion, funds, investment, debt, billion, enterprise, project, loan, financing, risk, finance, increase, assets"
59,"多个 城市 开发商 暗降 新盘 售价 房企 销售 压力 加码 {LK}
将 心事 交给 清风 、 6 … … 不是 胆怯 懦弱 。 驾驭 自己 是 一生 的 功课 7 、 感恩 ， 压力 ； 想开 了 就是 天堂 … …
驾驭 自己 是 一生 的 功课 ！ 将 心事 交给 清风 ； 豁达 ： 放纵 … … 想开 了 就是 天堂 。 8 ： 在 枯叶 凋零 的 时候 等待 春天 ： 不是 胆怯 懦弱 … … 压力 ： 忍耐 。
2 . ！ 5 。 生命 本身 就是 幸福 ： 驾驭 自己 是 一生 的 功课 ， 没有 什么 不能 割舍 ， 不是 胆怯 懦弱 、 压力 ； 放纵 、 在 枯叶 凋零 的 时候 等待 春天 ！
忍耐 不是 胆怯 懦弱 ； 放弃 除了 生命 ， 没有 什么 不能 割舍 ； 压力 想开 了 就是 天堂 ； 豁达 生命 本身 就是 幸福 ； 执着 在 枯叶 凋零 的 时候 等待 春天 ； 放纵 驾驭 自己 是 一生 的 功课 ； 感恩 懂得 回报 是 可贵 的 品格 ； 释怀 将 心事 交给 清风 ～ 愿 您 一切 安好 ！ ???? {LK}","developers in many cities secretly lower the price of new houses, and housing prices increase the pressure on sales {lk}
give your thoughts to qingfeng, 6...not cowardice. controlling oneself is the homework of a lifetime 7. gratitude, pressure; if you want to open it, it is heaven...
controlling yourself is the homework of a lifetime! give your thoughts to qingfeng; open-minded: indulge...… if you want to open it, it will be heaven. 8: waiting for spring when the dead leaves are withered: not cowardly... pressure: patience.
2 . ! 5. life itself is happiness: controlling oneself is the homework of a lifetime, there is nothing that cannot be given up, not cowardice, pressure; indulgence, waiting for spring when the dead leaves are withered!
patience is not cowardice; giving up nothing but life; there is nothing you can't give up; when you want to open up pressure, it is heaven; open-minded life itself is happiness; obsessively waiting for spring when the withered leaves are withered; indulgence and control of oneself is the homework of a lifetime; gratitude knows that rewards are precious the character; let your heart go to qingfeng~ i wish you all the best! ???? {lk}","城市, 房价, 房地产, 楼市, 政府, 开发商, 政策, 一线, 库存, 销售, 房企, 项目, 买房, 调控, 降价","city, house price, real estate, property market, government, developer, policy, first line, in stock, sales, housing enterprise, project, buy a house, regulation, price cut"
60,"经营 爱情 或是 经营 婚姻 都 让 人 疲惫 !
爱情 会 让 人 痛苦 、 婚姻 会 让 人 疲惫
爱情 会 让 人 痛苦 ！ 婚姻 会 让 人 疲惫
爱情 会 让 人 痛苦 … … 婚姻 会 让 人 疲惫
如果 不是 相互 喜欢 你 的 痴情 就是 别人 的 负担","running love or running marriage is exhausting!
love can make people miserable, marriage can make people tired
love can be painful! marriage can be exhausting
love can make people miserable... marriage can make people tired
if it’s not for mutual liking for your infatuation, it’s the burden of others","爱情, 感情, 婚姻, 两个, 之间, 关系, 情感, 事业, 现实, 付出, 甜蜜, 失去, 愿意, 曾经, 相互","love, attachment, marriage, two, between, relationship, affection, career, reality, give, sweet, lose, willing, once, mutual"
61,"多一份 压力 ， 多一份 动力 ！
压力 最大 的 时候 效率 可能 最高 最忙 的 时候 学 的 东西 可能 最 多 最 惬意 的 时候 往往 是 失败 的 开始 寒冷 到 了 极致 时 太阳 就要 光临 少说多做 句句 都 会 得到 别人 的 重视 多 说 少 做 句句 都 会 受到 别人 的 忽视 宽容 不是 软弱 而是 融合
压力 最大 的 时候 ， 效率 可能 最高 ； 最忙 的 时候 ， 学 的 东西 可能 最 多 ； 最 惬意 的 时候 ， 往往 是 失败 的 开始 ； 寒冷 到 了 极致 时 ， 太阳 就要 光临 ； 少说多做 ， 句句 都 会 得到 别人 的 重视 ； 多 说 少 做 ， 句句 都 会 受到 别人 的 忽视 ； 宽容 不是 软弱 而是 融合 。
多一份 物质 ， 思想 多一份 负担 ， 某种 情形 下 。
人生 经典 总结 ： 压力 最大 的 时候 ， 效率 可能 最高 。 最忙 的 时候 ， 学 的 东西 可能 最 多 。 最 惬意 的 时候 ， 往往 是 失败 的 开始 。 寒冷 到 了 极致 时 ， 太阳 就要 光临 。 少说多做 ， 句句 都 会 得到 别人 的 重视 ； 多 说 少 做 ， 句句 都 会 受到 别人 的 忽视 。 宽容 不是 软弱 而是 融合 ！","more pressure, more motivation!
when the pressure is the greatest, the efficiency may be the highest, and the busiest, the learning may be the most and the most pleasant. it is often the beginning of failure. when the cold is at its extreme, the sun will be there. will be ignored by others, tolerance is not weakness but integration
when the pressure is the most, efficiency may be the highest; when it is busiest, you may learn the most; when you are most comfortable, it is often the beginning of failure; when the cold is at its extreme, the sun will come; the attention of others; more talk and less action, every word will be ignored by others; tolerance is not weakness but integration.
one more material, one more burden for thought, under certain circumstances.
summary of life classics: when the pressure is the greatest, the efficiency may be the highest. when you are busiest, you may learn the most. the most comfortable time is often the beginning of failure. when the cold is at its extreme, the sun will come. if you talk less and do more, every sentence will get the attention of others; if you talk more and do less, every sentence will be ignored by others. tolerance is not weakness but integration!","可能, 容易, 最大, 往往, 少, 得到, 失去, 失败, 重, 最高, 效率, 重视, 不易, 感情, 忽视","may, easy, maximum, often, less, get, lose, failure, weight, highest, effectiveness, value, not easy, feeling, ignore"
62,"原油 美盘 前 直接 突破 70 美元 关口 ， 空仓 的 朋友 稳健 不 追多 ， 回撤 继续 低多 操作 ， 美盘 上方 关注 70.5 美元 压力 。
实时 ， 黄金 受阻 1270 美元 压力 ， 持有 空单 留意 好 利润 空间
黄金 短线 拉升 1208 美元 附近 ， 内部 布局 多单 稳健 先止 盈 离场 ， 回撤 继续 布局 低多 操作 ， 上方 关注 1210 美元 压力 。
美 原油 欧盘 前 再创新高 ， 接下来 关注 65.8 美元 一带 的 压力 情况
实时 ， 黄金 留意 1312 美元 压力 ， 不 突破 可以 跟进 空单","crude oil directly broke through the $70 mark before the u.s. market. the short position friends were steadily not chasing more. the retracement continued to operate at low and multiple levels. the us market was concerned about the pressure of $70.5.
in real time, gold is blocked by the pressure of us$1,270. hold short orders and watch for good profit margins.
gold pulled up near us$1,208 in the short-term, and the internal layout was mostly stable and first took profit and left the market. the retracement continued to lay out low and multi-operation operations, and the pressure from the top was concerned about us$1,210.
u.s. crude oil hit a new high before the european market. next, pay attention to the pressure situation around us$65.8.
in real time, gold pays attention to the pressure of us$1312 and can follow up short orders if it does not break","黄金, 原油, 上方, 美元, 位置, 附近, 多单, 行情, 操作, 建议, 空单, 空, 下方, 目标, 一线","gold, crude, above, usd, position, nearby, multiple orders, quotes, operating, suggest, empty order, air, below, aims, first line"
63,"心情 比较 沉重 啊
今天 低开 基本上 是 没什么 压力 的
鸭梨 浩大
非常 累 非常 疲惫
这样 一说 ， 压力 好大 ！","i feel heavy
there is basically no pressure to open low today
yali huge
very tired very tired
in this way, the pressure is so great!","比较, 很多, 非常, 应该, 这种, 高, 特别, 容易, 基本, 一点, 不好, 直接, 起来, 完全, 几个","compare, a lot of, very much, should, this kind of, high, especially, easy, basic, a little, not good, direct, stand up, complete, several"
64,"压力 甚大
总 不能 流血 就 喊 痛 怕黑 就 开灯 想念 就 联系 疲惫 就 放空
总 不能 流血 就 喊 痛 怕黑 就 开灯 想念 就 联系 疲惫 就 放开 被 孤立 就 讨好 脆弱 就 想家
总 不能 流血 就 喊 疼 怕黑 就 开灯 想念 就 联系 疲惫 就 放空 脆弱 就 想家 终究 要 长大 。
总 不能 流血 就 喊 痛 怕黑 就 开灯 想念 就 联系 疲惫 就 放空 被 孤立 就 讨好 脆弱 就 想家 不要 被 现在 而 蒙蔽 双眼 终究 是 要 长大 最 漆黑 的 那段 路终 要 自己 走 完","very stressed
i can’t bleed, i’m afraid of the dark, i just turn on the light, i miss it, i’m tired, i just let go
you can’t bleed, just cry out for pain, just turn on the light when you’re afraid of the dark
you can’t bleed, just cry out for pain, be afraid of the dark, turn on the light, miss you, contact tiredness, let go, fragile, miss home, and grow up.
i can’t bleed, i’m afraid of the dark, i’m afraid of the dark, i just turn on the light, i’m tired, i’m empty, i’m isolated, i’m pleased to be vulnerable, i’m homesick, don’t be blinded by the present, my eyes are to grow up, and the darkest part of the road is to be completed by myself.","心情, 一天, 上班, 每天, 不用, 不好, 最近, 不想, 年轻, 日子, 放空, 周一, 上坟, 本来, 山大","mood, one day, to work, every day, no need to, not good, recently, don't want, young, day, vent, on monday, go to the grave, originally, shanda"
65,"沪 指 和 创业板 小幅 低开 后 ， 快速 翻红 ， 沪 指 反弹 即将 遭遇 10 日均 压力 ， 关注 收复 情况 。
沪 指 继续 反弹 ， 今日 沪 指 的 压力 在 3100 和 3112 两处 。
沪 指以  7 点 ， 低开 44 点 ， 深成指 已 11306 ， 低开 239 点 ， 两市 低 开后 缓慢 回升 ， 沪 指 回升 至 3360 点 附近 窄幅 整理 ， 盘面 没有 太 大 波动 ， 截止 中午 沪 指以 3381 点 收盘 ， 深成指 以 11593 点 收盘 ， 涨 47 点 ， 早盘 沪 指平收 深成指  SP } 午后 继续 消化 3400 点 压力
今日 早盘 沪 指低 开 ， 小幅 下探 后 快速 回升 ， 但量 能 萎缩 ， 权重 走势 低迷 ， 沪 指上 冲 乏力 ， 临近 午间 收盘 沪 指 快速 走低 。 午后 开盘 ， 金融股 发力 ， 沪 指 快速 拉升 ， 深成指 率先 翻红 。 随后 带动 沪 指 再度 冲高 ， 成功 翻红 。 从 这 几天 的 走势 看 ， 游资 出逃 比较 明显 ， 而 权重股 目前 仍然 受制于 资金面 的 压力 ， 短线 难有 崛起 机会 。
周四 关注 创业板 年线 压力","after the shanghai stock exchange index and the growth enterprise market opened slightly lower, they quickly turned red. the stock index rebound is about to encounter 10-day average pressure. pay attention to the recovery.
the shanghai composite index continued to rebound, and the pressure on the shanghai composite index today is 3100 and 3112.
the shanghai composite index opened 44 points lower at 7 points. the shenzhen component index opened at 11306 points and opened 239 points lower. the two markets opened lower and slowly recovered. the shanghai composite index rebounded to a narrow range around 3360 points. there was not much volatility in the market. the shenzhen component index closed at 11,593 points, up 47 points, and the shanghai composite index closed flat in the early trading.
in today's morning trading, the shanghai composite index opened lower and rebounded after a slight dip. however, the volume could shrink, the weight trend was sluggish, the shanghai composite index weakened its upward momentum, and the shanghai composite index fell rapidly towards the close of noon. after the market opened in the afternoon, financial stocks exerted strength, the shanghai composite index rose rapidly, and the shenzhen component index took the lead in turning red. subsequently, the shanghai stock exchange index rose again, successfully turning red. judging from the trend of the past few days, the escape of hot money is relatively obvious, and the heavyweight stocks are still subject to pressure from the capital side, and there is no chance of rising in the short term.
focus on the annual pressure of gem on thursday","市场, 指数, 震荡, 大盘, 创业板, 今日, 板块, 短期, 走势, 沪, 盘面, 指, 股指, 回落, 来看","market, index, shock, market, gem, today, plate, short term, trend, shanghai, disk, means, stock index, fall back, look"
66,"负 能量 恒定 增长 ， 压抑 死 了
极度 抑郁 极度 压抑 的 状态 诶
筋疲力尽 身心 疲惫 暂时 拒绝 接收 一丝丝 负 能量
太 疲惫 ， 负 能量 马上 要 爆表 了 。
如何 有效 地 缓解 压力 并挥 去 负 能量 ？","the negative energy keeps growing, and it's suppressed to death
a state of extreme depression, extreme depression
exhausted, physically and mentally exhausted, temporarily refuses to receive a trace of negative energy
too tired, the negative energy is about to explode.
how to effectively relieve stress and shed negative energy?","心理, 焦虑, 情绪, 能量, 抑郁症, 抑郁, 恐惧, 状态, 精神, 紧张, 产生, 负, 烦躁, 自杀, 不安","psychology, anxiety, mood, energy, depression, depression, fear, status, spirit, tension, produce, negative, agitated, suicide, uneasy"
67,"/ / {AT} 生命 难以承受 压力 山 大 / / 有 两种 东西 让 人 迷失 ： 一是 谎言 , 二是 欲望 。 有 两种 东西 让 人 沉醉 ： 一是 酒精 , 二是 名声 。 有 两种 东西 把 人 束缚 ： 一是 物质 , 二是 爱情 。 有 两种 东西 让 人 觉醒 ： 一是 真理 , 二是 苦痛 。 有 两种 东西 把 人 埋葬 ： 一是 坟墓 , 二是 金钱 。 有 两种 东西 让 人 改变 ： 一是 时间 , 二是 苦难 。 有 两种 东西 让 人 释怀 ： 一是 智慧 , 二是 心态 。
创业板 对于 2200 点位 压力 的 试探 。 {SP} ( 发自 {AT} {SP} 微博 桌面 首页 ）
2945 点 压力 没有 突破 前 都 不要 盲目 赌博 {SP} ( 发自 {AT} {SP} 微博 桌面 首页 ）
对于 2950 点 这 位置 还是 有 心理压力 的 ！ {SP} ( 发自 {AT} {SP} 微博 桌面 首页 ）
我 想 压力 来源于 两 方面 ： 一是 生活 ， 二是 攀比 。 简单 就 好 。","// {at} life is overwhelmingly stressful. // there are two things that make people get lost: one is lies, and the other is desire. there are two things that make people intoxicated: one is alcohol, and the other is fame. there are two things that bind people: one is material, and the other is love. there are two things that make people awaken: one is truth, and the other is suffering. there are two things to bury people: one is the tomb, and the other is money. there are two things that make people change: one is time, and the other is suffering. there are two things that make people feel relieved: one is wisdom, and the other is mentality.
the gem's test of the pressure of 2200 points. {sp} (from {at} {sp} weibo desktop homepage)
don’t blindly gamble until 2945 points of pressure are broken{sp} (from {at} {sp} weibo desktop homepage)
there is still psychological pressure for this position at 2950! {sp} (from {at} {sp} weibo desktop homepage)
i think pressure comes from two aspects: one is life, and the other is comparison. keep it simple.","面临, 一是, 巨大, 挑战, 二是, 发自, 带来, 桌面, 首页, 三是, 危机, 考验, 更大, 打击, 再次","facing, one is, huge, challenge, two is, from, bring, desktop, home, three is, crisis, test, bigger, blow, once again"
